2025-01-01,PYC,30,
2025-01-01,VAR,45,
2025-01-02,VAR,20,7
2025-01-03,NAMES,35,
2025-01-04,STR,50,
2025-01-05,STR,25,8
2025-01-06,BOOL,60,
2025-01-08,INTFLOAT,75,7
2025-01-09,IF,40,
2025-01-10,IF,30,8
2025-01-12,WHILE,88,7
2025-01-13,FOR,20,
2025-01-15,FOR,15,8
2025-01-16,LIST,55,
2025-01-17,LIST,25,8
2025-01-18,TUPLE,65,7
2025-01-20,DICT,30,
2025-01-21,DICT,45,6
2025-01-22,SET,35,8
2025-01-24,FN,30,
2025-01-25,FN,50,7
2025-01-26,FNPARAM,25,
2025-01-27,FNPARAM,20,8
2025-01-29,FNSCOPE,65,7
2025-01-31,DECOR,30,
2025-02-02,DECOR,75,6
2025-02-03,REAL,45,5
